model,img_size,top1,top1_err,top5,top5_err,param_count,crop_pct,interpolation
convnext_large.fb_in1k,288,97.090,2.910,99.450,0.550,197.77,1.000,bicubic
hgnet_base.ssld_in1k,224,97.080,2.920,99.610,0.390,71.58,0.965,bicubic
convformer_s36.sail_in22k_ft_in1k,224,97.080,2.920,99.550,0.450,40.01,1.000,bicubic
eca_nfnet_l2.ra3_in1k,384,97.080,2.920,99.510,0.490,56.72,1.000,bicubic
caformer_s18.sail_in1k_384,384,97.070,2.930,99.420,0.580,26.34,1.000,bicubic
cait_s24_384.fb_dist_in1k,384,97.070,2.930,99.420,0.580,47.06,1.000,bicubic
beit_base_patch16_224.in22k_ft_in22k_in1k,224,97.060,2.940,99.610,0.390,86.53,0.900,bicubic
dm_nfnet_f1.dm_in1k,320,97.060,2.940,99.390,0.610,132.63,0.910,bicubic
efficientvit_l2.r288_in1k,288,97.060,2.940,99.370,0.630,63.71,1.000,bicubic
xcit_large_24_p8_224.fb_dist_in1k,224,97.050,2.950,99.420,0.580,188.93,1.000,bicubic
hrnet_w48_ssld.paddle_in1k,288,97.040,2.960,99.640,0.360,77.47,1.000,bilinear
convformer_s18.sail_in1k_384,384,97.040,2.960,99.370,0.630,26.77,1.000,bicubic
hgnetv2_b5.ssld_stage1_in22k_in1k,224,97.030,2.970,99.570,0.430,39.57,0.965,bicubic
efficientvit_l3.r256_in1k,256,97.030,2.970,99.230,0.770,246.04,1.000,bicubic
resnetv2_152x2_bit.goog_in21k_ft_in1k,448,97.020,2.980,99.590,0.410,236.34,1.000,bilinear
maxvit_large_tf_224.in1k,224,97.020,2.980,99.240,0.760,211.79,0.950,bicubic
nextvit_large.bd_in1k_384,384,97.010,2.990,99.510,0.490,57.87,1.000,bicubic
resnetv2_101x3_bit.goog_in21k_ft_in1k,448,97.010,2.990,99.500,0.500,387.93,1.000,bilinear
deit3_base_patch16_384.fb_in1k,384,97.010,2.990,99.360,0.640,86.88,1.000,bicubic
mobilenetv4_conv_aa_large.e230_r448_in12k_ft_in1k,448,97.010,2.990,99.310,0.690,32.59,0.950,bicubic
efficientvit_l3.r224_in1k,224,97.010,2.990,99.240,0.760,246.04,1.000,bicubic
efficientnetv2_rw_m.agc_in1k,416,97.000,3.000,99.530,0.470,53.24,1.000,bicubic
tf_efficientnet_b7.ra_in1k,600,97.000,3.000,99.520,0.480,66.35,0.949,bicubic
deit_base_distilled_patch16_384.fb_in1k,384,97.000,3.000,99.490,0.510,87.63,1.000,bicubic
caformer_b36.sail_in1k,224,97.000,3.000,99.350,0.650,98.75,1.000,bicubic
deit3_medium_patch16_224.fb_in22k_ft_in1k,224,96.990,3.010,99.430,0.570,38.85,1.000,bicubic
volo_d2_224.sail_in1k,224,96.990,3.010,99.390,0.610,58.68,0.960,bicubic
deit3_large_patch16_224.fb_in1k,224,96.980,3.020,99.330,0.670,304.37,0.900,bicubic
maxvit_base_tf_224.in1k,224,96.980,3.020,99.270,0.730,119.47,0.950,bicubic
tf_efficientnet_b4.ns_jft_in1k,380,96.970,3.030,99.580,0.420,19.34,0.922,bicubic
convnext_small.fb_in22k_ft_in1k,224,96.970,3.030,99.410,0.590,50.22,0.875,bicubic
nextvit_small.bd_ssld_6m_in1k,224,96.960,3.040,99.480,0.520,31.76,0.950,bicubic
xcit_small_12_p16_384.fb_dist_in1k,384,96.950,3.050,99.400,0.600,26.25,1.000,bicubic
mvitv2_large.fb_in1k,224,96.940,3.060,99.400,0.600,217.99,0.900,bicubic
seresnextaa101d_32x8d.ah_in1k,288,96.940,3.060,99.390,0.610,93.59,1.000,bicubic
hiera_base_plus_224.mae_in1k_ft_in1k,224,96.940,3.060,99.340,0.660,69.90,0.900,bicubic
hgnet_small.ssld_in1k,288,96.930,3.070,99.560,0.440,24.36,1.000,bicubic
volo_d1_384.sail_in1k,384,96.930,3.070,99.520,0.480,26.78,1.000,bicubic
xcit_medium_24_p8_224.fb_dist_in1k,224,96.930,3.070,99.380,0.620,84.32,1.000,bicubic
davit_base.msft_in1k,224,96.930,3.070,99.250,0.750,87.95,0.950,bicubic
resnext101_32x16d.fb_wsl_ig1b_ft_in1k,224,96.920,3.080,99.590,0.410,194.03,0.875,bilinear
resnetrs420.tf_in1k,416,96.910,3.090,99.460,0.540,191.89,1.000,bicubic
nextvit_base.bd_in1k_384,384,96.910,3.090,99.400,0.600,44.82,1.000,bicubic
rdnet_large.nv_in1k,224,96.910,3.090,99.400,0.600,186.27,0.900,bicubic
convformer_b36.sail_in1k,224,96.910,3.090,99.230,0.770,99.88,1.000,bicubic
convnextv2_base.fcmae_ft_in1k,224,96.900,3.100,99.420,0.580,88.72,0.875,bicubic
deit3_huge_patch14_224.fb_in1k,224,96.890,3.110,99.480,0.520,632.13,0.900,bicubic
xcit_small_24_p8_224.fb_dist_in1k,224,96.890,3.110,99.470,0.530,47.63,1.000,bicubic
caformer_m36.sail_in1k,224,96.890,3.110,99.440,0.560,56.20,1.000,bicubic
vit_base_patch16_224.augreg_in21k_ft_in1k,224,96.880,3.120,99.530,0.470,86.57,0.900,bicubic
regnety_1280.seer_ft_in1k,384,96.880,3.120,99.390,0.610,644.81,1.000,bicubic
mobilenetv4_conv_aa_large.e230_r384_in12k_ft_in1k,384,96.870,3.130,99.360,0.640,32.59,0.950,bicubic
rexnetr_300.sw_in12k_ft_in1k,288,96.850,3.150,99.520,0.480,34.81,1.000,bicubic
efficientvit_l2.r256_in1k,256,96.850,3.150,99.300,0.700,63.71,1.000,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,288,96.840,3.160,99.450,0.550,28.64,1.000,bicubic
efficientvit_l2.r224_in1k,224,96.840,3.160,99.250,0.750,63.71,1.000,bicubic
regnety_160.swag_lc_in1k,224,96.830,3.170,99.660,0.340,83.59,0.965,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,288,96.830,3.170,99.530,0.470,19.80,1.000,bicubic
resnetv2_152x2_bit.goog_teacher_in21k_ft_in1k_384,384,96.830,3.170,99.450,0.550,236.34,1.000,bicubic
regnety_640.seer_ft_in1k,384,96.830,3.170,99.400,0.600,281.38,1.000,bicubic
convnext_base.fb_in1k,288,96.820,3.180,99.420,0.580,88.59,1.000,bicubic
xcit_large_24_p16_224.fb_dist_in1k,224,96.820,3.180,99.370,0.630,189.10,1.000,bicubic
nextvit_small.bd_in1k_384,384,96.820,3.180,99.300,0.700,31.76,1.000,bicubic
seresnet152d.ra2_in1k,320,96.800,3.200,99.450,0.550,66.84,1.000,bicubic
tf_efficientnetv2_m.in1k,384,96.800,3.200,99.410,0.590,54.14,1.000,bicubic
fastvit_ma36.apple_dist_in1k,256,96.800,3.200,99.330,0.670,44.07,0.950,bicubic
maxxvit_rmlp_small_rw_256.sw_in1k,256,96.790,3.210,99.370,0.630,66.01,0.950,bicubic
vit_large_r50_s32_224.augreg_in21k_ft_in1k,224,96.790,3.210,99.330,0.670,328.99,0.900,bicubic
seresnext101_32x8d.ah_in1k,288,96.780,3.220,99.350,0.650,93.57,1.000,bicubic
resnetrs350.tf_in1k,384,96.770,3.230,99.340,0.660,163.96,1.000,bicubic
swinv2_base_window16_256.ms_in1k,256,96.770,3.230,99.330,0.670,87.92,0.900,bicubic
mvitv2_base.fb_in1k,224,96.770,3.230,99.250,0.750,51.47,0.900,bicubic
flexivit_base.1200ep_in1k,240,96.760,3.240,99.360,0.640,86.59,0.950,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,384,96.750,3.250,99.420,0.580,21.46,1.000,bicubic
xcit_small_12_p8_224.fb_dist_in1k,224,96.750,3.250,99.370,0.630,26.21,1.000,bicubic
convnext_large.fb_in1k,224,96.750,3.250,99.300,0.700,197.77,0.875,bicubic
eca_nfnet_l1.ra2_in1k,320,96.750,3.250,99.290,0.710,41.41,1.000,bicubic
convnext_tiny.in12k_ft_in1k,224,96.740,3.260,99.460,0.540,28.59,0.950,bicubic
edgenext_base.in21k_ft_in1k,320,96.740,3.260,99.420,0.580,18.51,1.000,bicubic
resnetv2_50x3_bit.goog_in21k_ft_in1k,448,96.730,3.270,99.540,0.460,217.32,1.000,bilinear
caformer_s36.sail_in1k,224,96.730,3.270,99.370,0.630,39.30,1.000,bicubic
seresnext101d_32x8d.ah_in1k,288,96.730,3.270,99.360,0.640,93.59,1.000,bicubic
resnet200d.ra2_in1k,320,96.730,3.270,99.340,0.660,64.69,1.000,bicubic
dm_nfnet_f2.dm_in1k,256,96.730,3.270,99.300,0.700,193.78,0.920,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,288,96.720,3.280,99.520,0.480,19.80,1.000,bicubic
regnetz_040_h.ra3_in1k,320,96.720,3.280,99.500,0.500,28.94,1.000,bicubic
edgenext_base.usi_in1k,320,96.720,3.280,99.430,0.570,18.51,1.000,bicubic
resnetrs200.tf_in1k,320,96.720,3.280,99.360,0.640,93.21,1.000,bicubic
vit_base_patch16_384.orig_in21k_ft_in1k,384,96.710,3.290,99.510,0.490,86.86,1.000,bicubic
caformer_s18.sail_in22k_ft_in1k,224,96.710,3.290,99.480,0.520,26.34,1.000,bicubic
regnetz_040.ra3_in1k,320,96.710,3.290,99.480,0.520,27.12,1.000,bicubic
tf_efficientnet_b5.ap_in1k,456,96.710,3.290,99.450,0.550,30.39,0.934,bicubic
vit_small_patch16_384.augreg_in21k_ft_in1k,384,96.700,3.300,99.480,0.520,22.20,1.000,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,448,96.700,3.300,99.390,0.610,37.76,1.000,bicubic
resnetrs270.tf_in1k,352,96.700,3.300,99.350,0.650,129.86,1.000,bicubic
hiera_small_abswin_256.sbb2_pd_e200_in12k_ft_in1k,256,96.700,3.300,99.240,0.760,34.36,0.950,bicubic
maxvit_small_tf_224.in1k,224,96.690,3.310,99.370,0.630,68.93,0.950,bicubic
regnetz_e8.ra3_in1k,256,96.690,3.310,99.350,0.650,57.70,0.940,bicubic
rdnet_base.nv_in1k,224,96.690,3.310,99.240,0.760,87.45,0.900,bicubic
convformer_m36.sail_in1k,224,96.690,3.310,99.070,0.930,57.05,1.000,bicubic
vit_small_r26_s32_384.augreg_in21k_ft_in1k,384,96.680,3.320,99.590,0.410,36.47,1.000,bicubic
repvgg_d2se.rvgg_in1k,320,96.680,3.320,99.370,0.630,133.33,1.000,bilinear
tf_efficientnet_b6.aa_in1k,528,96.680,3.320,99.370,0.630,43.04,0.942,bicubic
resnetrs350.tf_in1k,288,96.680,3.320,99.290,0.710,163.96,1.000,bicubic
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,256,96.670,3.330,99.500,0.500,38.86,0.950,bicubic
resnetaa101d.sw_in12k_ft_in1k,288,96.670,3.330,99.360,0.640,44.57,1.000,bicubic
deit3_small_patch16_224.fb_in22k_ft_in1k,224,96.670,3.330,99.330,0.670,22.06,1.000,bicubic
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,224,96.670,3.330,99.160,0.840,41.72,0.950,bicubic
flexivit_base.600ep_in1k,240,96.650,3.350,99.330,0.670,86.59,0.950,bicubic
davit_small.msft_in1k,224,96.640,3.360,99.370,0.630,49.75,0.950,bicubic
rexnetr_300.sw_in12k_ft_in1k,224,96.640,3.360,99.360,0.640,34.81,0.950,bicubic
regnetz_d8.ra3_in1k,320,96.630,3.370,99.460,0.540,23.37,1.000,bicubic
hgnet_small.ssld_in1k,224,96.630,3.370,99.420,0.580,24.36,0.965,bicubic
efficientvit_b3.r288_in1k,288,96.630,3.370,99.220,0.780,48.65,1.000,bicubic
xcit_medium_24_p16_224.fb_dist_in1k,224,96.620,3.380,99.280,0.720,84.40,1.000,bicubic
vit_mediumd_patch16_rope_reg1_gap_256.sbb_in1k,256,96.620,3.380,99.220,0.780,63.95,0.950,bicubic
resnest200e.in1k,320,96.610,3.390,99.350,0.650,70.20,0.909,bicubic
convformer_s18.sail_in22k_ft_in1k,224,96.610,3.390,99.340,0.660,26.77,1.000,bicubic
resnetrs420.tf_in1k,320,96.610,3.390,99.300,0.700,191.89,1.000,bicubic
flexivit_base.300ep_in1k,240,96.610,3.390,99.270,0.730,86.59,0.950,bicubic
resnext101_32x16d.fb_swsl_ig1b_ft_in1k,224,96.600,3.400,99.540,0.460,194.03,0.875,bilinear
resmlp_big_24_224.fb_in22k_ft_in1k,224,96.600,3.400,99.500,0.500,129.14,0.875,bicubic
regnetz_d32.ra3_in1k,320,96.600,3.400,99.380,0.620,27.58,0.950,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,448,96.600,3.400,99.290,0.710,37.76,1.000,bicubic
efficientnetv2_rw_m.agc_in1k,320,96.590,3.410,99.430,0.570,53.24,1.000,bicubic
eca_nfnet_l2.ra3_in1k,320,96.590,3.410,99.410,0.590,56.72,0.900,bicubic
hiera_base_224.mae_in1k_ft_in1k,224,96.590,3.410,99.310,0.690,51.52,0.900,bicubic
focalnet_base_srf.ms_in1k,224,96.590,3.410,99.160,0.840,88.15,0.900,bicubic
xcit_tiny_24_p8_384.fb_dist_in1k,384,96.580,3.420,99.320,0.680,12.11,1.000,bicubic
swin_base_patch4_window12_384.ms_in1k,384,96.580,3.420,99.240,0.760,87.90,1.000,bicubic
convformer_s36.sail_in1k,224,96.580,3.420,99.160,0.840,40.01,1.000,bicubic
regnetz_d8_evos.ch_in1k,320,96.570,3.430,99.460,0.540,23.46,1.000,bicubic
cait_xs24_384.fb_dist_in1k,384,96.570,3.430,99.420,0.580,26.67,1.000,bicubic
resnetrs152.tf_in1k,320,96.570,3.430,99.240,0.760,86.62,1.000,bicubic
convnext_small.fb_in1k,288,96.560,3.440,99.340,0.660,50.22,1.000,bicubic
gcvit_base.in1k,224,96.560,3.440,99.230,0.770,90.32,0.875,bicubic
maxvit_rmlp_small_rw_224.sw_in1k,224,96.560,3.440,99.130,0.870,64.90,0.900,bicubic
swin_small_patch4_window7_224.ms_in22k_ft_in1k,224,96.550,3.450,99.410,0.590,49.61,0.900,bicubic
swinv2_base_window8_256.ms_in1k,256,96.550,3.450,99.280,0.720,87.92,0.900,bicubic
inception_next_base.sail_in1k,224,96.550,3.450,99.090,0.910,86.67,0.950,bicubic
efficientnetv2_rw_s.ra2_in1k,384,96.540,3.460,99.360,0.640,23.94,1.000,bicubic
tf_efficientnet_b7.aa_in1k,600,96.540,3.460,99.310,0.690,66.35,0.949,bicubic
crossvit_18_dagger_408.in1k,408,96.530,3.470,99.260,0.740,44.61,1.000,bicubic
coatnet_rmlp_2_rw_224.sw_in1k,224,96.530,3.470,99.080,0.920,73.88,0.950,bicubic
resnest269e.in1k,416,96.520,3.480,99.370,0.630,110.93,0.928,bicubic
regnety_080.ra3_in1k,288,96.520,3.480,99.330,0.670,39.18,1.000,bicubic
hgnetv2_b4.ssld_stage2_ft_in1k,224,96.510,3.490,99.380,0.620,19.80,0.965,bicubic
vit_base_patch32_384.augreg_in21k_ft_in1k,384,96.500,3.500,99.410,0.590,88.30,1.000,bicubic
fastvit_ma36.apple_in1k,256,96.490,3.510,99.300,0.700,44.07,0.950,bicubic
regnetz_040.ra3_in1k,256,96.480,3.520,99.410,0.590,27.12,1.000,bicubic
tf_efficientnet_b5.aa_in1k,456,96.480,3.520,99.230,0.770,30.39,0.934,bicubic
focalnet_base_lrf.ms_in1k,224,96.480,3.520,99.130,0.870,88.75,0.900,bicubic
convnextv2_tiny.fcmae_ft_in22k_in1k,224,96.470,3.530,99.400,0.600,28.64,0.875,bicubic
hgnetv2_b4.ssld_stage1_in22k_in1k,224,96.470,3.530,99.360,0.640,19.80,0.965,bicubic
vit_base_patch16_224_miil.in21k_ft_in1k,224,96.470,3.530,99.300,0.700,86.54,0.875,bilinear
swinv2_small_window16_256.ms_in1k,256,96.470,3.530,99.210,0.790,49.73,0.900,bicubic
coat_lite_medium.in1k,224,96.470,3.530,99.160,0.840,44.57,0.900,bicubic
resmlp_big_24_224.fb_distilled_in1k,224,96.460,3.540,99.320,0.680,129.14,0.875,bicubic
mobilenetv4_conv_aa_large.e600_r384_in1k,480,96.460,3.540,99.300,0.700,32.59,1.000,bicubic
seresnext101d_32x8d.ah_in1k,224,96.460,3.540,99.200,0.800,93.59,0.950,bicubic
mobilenetv4_hybrid_large.ix_e600_r384_in1k,384,96.460,3.540,99.190,0.810,37.76,0.950,bicubic
regnetv_064.ra3_in1k,288,96.450,3.550,99.360,0.640,30.58,1.000,bicubic
resnext101_32x4d.fb_swsl_ig1b_ft_in1k,224,96.440,3.560,99.480,0.520,44.18,0.875,bilinear
cs3se_edgenet_x.c2ns_in1k,320,96.440,3.560,99.410,0.590,50.72,1.000,bicubic
vit_base_patch16_rope_reg1_gap_256.sbb_in1k,256,96.440,3.560,99.130,0.870,86.43,0.950,bicubic
seresnet152d.ra2_in1k,256,96.430,3.570,99.390,0.610,66.84,0.950,bicubic
convnext_base.fb_in1k,224,96.430,3.570,99.230,0.770,88.59,0.875,bicubic
mobilenetv4_hybrid_large.e600_r384_in1k,384,96.430,3.570,99.170,0.830,37.76,0.950,bicubic
xcit_small_24_p8_224.fb_in1k,224,96.430,3.570,99.130,0.870,47.63,1.000,bicubic
maxvit_rmlp_tiny_rw_256.sw_in1k,256,96.420,3.580,99.390,0.610,29.15,0.950,bicubic
vit_medium_patch16_rope_reg1_gap_256.sbb_in1k,256,96.420,3.580,99.250,0.750,38.74,0.950,bicubic
crossvit_15_dagger_408.in1k,408,96.420,3.580,99.160,0.840,28.50,1.000,bicubic
edgenext_base.usi_in1k,256,96.400,3.600,99.380,0.620,18.51,0.950,bicubic
resnetrs270.tf_in1k,256,96.400,3.600,99.250,0.750,129.86,1.000,bicubic
regnetz_d8.ra3_in1k,256,96.400,3.600,99.240,0.760,23.37,0.940,bicubic
cait_s24_224.fb_dist_in1k,224,96.400,3.600,99.150,0.850,46.92,1.000,bicubic
xcit_large_24_p8_224.fb_in1k,224,96.400,3.600,98.980,1.020,188.93,1.000,bicubic
hrnet_w48_ssld.paddle_in1k,224,96.390,3.610,99.410,0.590,77.47,0.950,bilinear
tf_efficientnet_b5.ra_in1k,456,96.390,3.610,99.330,0.670,30.39,0.934,bicubic
seresnext101_32x8d.ah_in1k,224,96.390,3.610,99.230,0.770,93.57,0.950,bicubic
vit_medium_patch16_reg4_gap_256.sbb_in1k,256,96.390,3.610,99.210,0.790,38.88,0.950,bicubic
resnet152d.ra2_in1k,320,96.380,3.620,99.390,0.610,60.21,1.000,bicubic
tf_efficientnet_b3.ns_jft_in1k,300,96.380,3.620,99.350,0.650,12.23,0.904,bicubic
pvt_v2_b4.in1k,224,96.380,3.620,99.180,0.820,62.56,0.900,bicubic
nextvit_large.bd_in1k,224,96.370,3.630,99.340,0.660,57.87,0.950,bicubic
edgenext_base.in21k_ft_in1k,256,96.360,3.640,99.380,0.620,18.51,0.950,bicubic
regnety_160.deit_in1k,288,96.360,3.640,99.330,0.670,83.59,1.000,bicubic
xception65.ra3_in1k,299,96.360,3.640,99.240,0.760,39.92,0.940,bicubic
regnety_064.ra3_in1k,288,96.360,3.640,99.220,0.780,30.58,1.000,bicubic
vit_betwixt_patch16_rope_reg4_gap_256.sbb_in1k,256,96.360,3.640,99.170,0.830,60.23,0.950,bicubic
hgnetv2_b3.ssld_stage2_ft_in1k,288,96.350,3.650,99.470,0.530,16.29,1.000,bicubic
convnextv2_nano.fcmae_ft_in22k_in1k_384,384,96.350,3.650,99.400,0.600,15.62,1.000,bicubic
repvit_m2_3.dist_450e_in1k,224,96.350,3.650,99.390,0.610,23.69,0.950,bicubic
dm_nfnet_f0.dm_in1k,256,96.350,3.650,99.340,0.660,71.49,0.900,bicubic
regnety_320.seer_ft_in1k,384,96.350,3.650,99.330,0.670,145.05,1.000,bicubic
fastvit_sa36.apple_dist_in1k,256,96.350,3.650,99.250,0.750,31.53,0.900,bicubic
dm_nfnet_f1.dm_in1k,224,96.350,3.650,99.220,0.780,132.63,0.910,bicubic
mvitv2_small.fb_in1k,224,96.350,3.650,99.220,0.780,34.87,0.900,bicubic
vit_medium_patch16_reg1_gap_256.sbb_in1k,256,96.350,3.650,99.220,0.780,38.88,0.950,bicubic
tf_efficientnetv2_s.in1k,384,96.350,3.650,99.200,0.800,21.46,1.000,bicubic
pvt_v2_b5.in1k,224,96.350,3.650,99.170,0.830,81.96,0.900,bicubic
efficientvit_b3.r256_in1k,256,96.350,3.650,99.110,0.890,48.65,1.000,bicubic
vit_little_patch16_reg1_gap_256.sbb_in12k_ft_in1k,256,96.340,3.660,99.320,0.680,22.52,0.950,bicubic
resnetaa101d.sw_in12k_ft_in1k,224,96.340,3.660,99.260,0.740,44.57,0.950,bicubic
seresnextaa101d_32x8d.ah_in1k,224,96.330,3.670,99.230,0.770,93.59,0.950,bicubic
rdnet_small.nv_in1k,224,96.330,3.670,99.200,0.800,50.44,0.900,bicubic
hiera_small_224.mae_in1k_ft_in1k,224,96.330,3.670,99.170,0.830,35.01,0.900,bicubic
efficientvit_l1.r224_in1k,224,96.330,3.670,99.050,0.950,52.65,1.000,bicubic
mobilenetv4_hybrid_medium.ix_e550_r384_in1k,448,96.320,3.680,99.330,0.670,11.07,1.000,bicubic
volo_d1_224.sail_in1k,224,96.320,3.680,99.310,0.690,26.63,0.960,bicubic
regnetz_040_h.ra3_in1k,256,96.320,3.680,99.300,0.700,28.94,1.000,bicubic
tf_efficientnetv2_s.in21k_ft_in1k,300,96.320,3.680,99.240,0.760,21.46,1.000,bicubic
swinv2_small_window8_256.ms_in1k,256,96.320,3.680,99.200,0.800,49.73,0.900,bicubic
resnet200d.ra2_in1k,256,96.310,3.690,99.250,0.750,64.69,0.950,bicubic
resnext101_32x8d.fb_wsl_ig1b_ft_in1k,224,96.300,3.700,99.420,0.580,88.79,0.875,bilinear
resnet101d.ra2_in1k,320,96.300,3.700,99.230,0.770,44.57,1.000,bicubic
deit3_base_patch16_224.fb_in1k,224,96.290,3.710,99.190,0.810,86.59,0.900,bicubic
tiny_vit_11m_224.dist_in22k_ft_in1k,224,96.290,3.710,99.190,0.810,11.00,0.950,bicubic
hgnetv2_b3.ssld_stage1_in22k_in1k,288,96.270,3.730,99.480,0.520,16.29,1.000,bicubic
regnetz_d8_evos.ch_in1k,256,96.270,3.730,99.340,0.660,23.46,0.950,bicubic
swin_s3_base_224.ms_in1k,224,96.270,3.730,99.160,0.840,71.13,0.900,bicubic
gcvit_small.in1k,224,96.270,3.730,99.150,0.850,51.09,0.875,bicubic
twins_svt_large.in1k,224,96.260,3.740,99.170,0.830,99.27,0.900,bicubic
inception_next_small.sail_in1k,224,96.250,3.750,99.230,0.770,49.37,0.875,bicubic
nextvit_base.bd_in1k,224,96.250,3.750,99.230,0.770,44.82,0.950,bicubic
eca_nfnet_l1.ra2_in1k,256,96.250,3.750,99.220,0.780,41.41,0.900,bicubic
nest_base_jx.goog_in1k,224,96.250,3.750,99.220,0.780,67.72,0.875,bicubic
pit_b_distilled_224.in1k,224,96.250,3.750,99.130,0.870,74.79,0.900,bicubic
convnext_tiny.fb_in22k_ft_in1k,224,96.240,3.760,99.340,0.660,28.59,0.875,bicubic
mobilenetv4_conv_large.e600_r384_in1k,448,96.240,3.760,99.310,0.690,32.59,1.000,bicubic
fastvit_sa36.apple_in1k,256,96.240,3.760,99.170,0.830,31.53,0.900,bicubic
maxvit_tiny_rw_224.sw_in1k,224,96.240,3.760,99.120,0.880,29.06,0.950,bicubic
swin_s3_small_224.ms_in1k,224,96.240,3.760,99.070,0.930,49.74,0.900,bicubic
hgnet_tiny.ssld_in1k,288,96.230,3.770,99.420,0.580,14.74,1.000,bicubic
regnetv_040.ra3_in1k,288,96.230,3.770,99.300,0.700,20.64,1.000,bicubic
vit_betwixt_patch16_reg1_gap_256.sbb_in1k,256,96.230,3.770,99.110,0.890,60.40,0.950,bicubic
ecaresnet101d.miil_in1k,288,96.220,3.780,99.310,0.690,44.57,0.950,bicubic
deit3_small_patch16_384.fb_in1k,384,96.220,3.780,99.280,0.720,22.21,1.000,bicubic
rexnetr_200.sw_in12k_ft_in1k,288,96.220,3.780,99.250,0.750,16.52,1.000,bicubic
tf_efficientnetv2_b3.in21k_ft_in1k,300,96.220,3.780,99.240,0.760,14.36,0.900,bicubic
resnet152.a1h_in1k,288,96.220,3.780,99.230,0.770,60.19,1.000,bicubic
xcit_small_24_p16_224.fb_dist_in1k,224,96.220,3.780,99.210,0.790,47.67,1.000,bicubic
swinv2_cr_small_ns_224.sw_in1k,224,96.220,3.780,99.130,0.870,49.70,0.900,bicubic
hgnetv2_b2.ssld_stage2_ft_in1k,288,96.210,3.790,99.420,0.580,11.22,1.000,bicubic
convnextv2_tiny.fcmae_ft_in1k,288,96.210,3.790,99.240,0.760,28.64,1.000,bicubic
xception65p.ra3_in1k,299,96.210,3.790,99.180,0.820,39.82,0.940,bicubic
regnetz_d32.ra3_in1k,256,96.200,3.800,99.280,0.720,27.58,0.950,bicubic
resnetrs200.tf_in1k,256,96.200,3.800,99.270,0.730,93.21,1.000,bicubic
mobilevitv2_175.cvnets_in22k_ft_in1k_384,384,96.200,3.800,99.130,0.870,14.25,1.000,bicubic
tiny_vit_21m_224.in1k,224,96.200,3.800,99.130,0.870,21.20,0.950,bicubic
convnext_small.fb_in1k,224,96.200,3.800,99.110,0.890,50.22,0.875,bicubic
gcvit_tiny.in1k,224,96.190,3.810,99.230,0.770,28.22,0.875,bicubic
focalnet_small_lrf.ms_in1k,224,96.190,3.810,99.190,0.810,50.34,0.900,bicubic
caformer_s18.sail_in1k,224,96.190,3.810,99.000,1.000,26.34,1.000,bicubic
repvit_m2_3.dist_300e_in1k,224,96.180,3.820,99.340,0.660,23.69,0.950,bicubic
twins_svt_base.in1k,224,96.180,3.820,99.050,0.950,56.07,0.900,bicubic
tf_efficientnet_b4.ap_in1k,380,96.170,3.830,99.280,0.720,19.34,0.922,bicubic
mobilenetv4_hybrid_medium.e200_r256_in12k_ft_in1k,320,96.170,3.830,99.200,0.800,11.07,1.000,bicubic
deit_base_patch16_384.fb_in1k,384,96.170,3.830,99.150,0.850,86.86,1.000,bicubic
tresnet_v2_l.miil_in21k_ft_in1k,224,96.160,3.840,99.250,0.750,46.17,0.875,bilinear
fastvit_sa24.apple_dist_in1k,256,96.160,3.840,99.210,0.790,21.55,0.900,bicubic
efficientnet_b4.ra2_in1k,384,96.160,3.840,99.190,0.810,19.34,1.000,bicubic
twins_pcpvt_large.in1k,224,96.160,3.840,99.190,0.810,60.99,0.900,bicubic
efficientnetv2_rw_s.ra2_in1k,288,96.160,3.840,99.150,0.850,23.94,1.000,bicubic
regnetz_c16_evos.ch_in1k,320,96.150,3.850,99.380,0.620,13.49,0.950,bicubic
resnetv2_101.a1h_in1k,288,96.150,3.850,99.160,0.840,44.54,1.000,bicubic
mobilenetv4_conv_aa_large.e600_r384_in1k,384,96.150,3.850,99.110,0.890,32.59,0.950,bicubic
tf_efficientnetv2_s.in1k,300,96.150,3.850,99.090,0.910,21.46,1.000,bicubic
maxvit_tiny_tf_224.in1k,224,96.140,3.860,99.250,0.750,30.92,0.950,bicubic
sequencer2d_l.in1k,224,96.140,3.860,99.160,0.840,54.30,0.875,bicubic
nfnet_l0.ra2_in1k,288,96.130,3.870,99.240,0.760,35.07,1.000,bicubic
resnext101_64x4d.c1_in1k,288,96.130,3.870,99.230,0.770,83.46,1.000,bicubic
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,224,96.120,3.880,99.200,0.800,88.22,0.900,bicubic
xcit_medium_24_p8_224.fb_in1k,224,96.120,3.880,98.890,1.110,84.32,1.000,bicubic
efficientformer_l7.snap_dist_in1k,224,96.110,3.890,99.270,0.730,82.23,0.950,bicubic
xcit_small_12_p8_224.fb_in1k,224,96.110,3.890,99.170,0.830,26.21,1.000,bicubic
